Linux 5.19.0-43-generic (ubuntu) 	06/10/2023 	_x86_64_	(6 CPU)

05:30:58 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:30:59 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:00 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:01 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:02 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:03 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:04 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:05 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:06 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:07 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:08 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:09 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:10 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:11 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:12 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:13 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:14 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:15 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:16 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:17 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:18 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:19 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:20 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:21 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:22 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:23 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:24 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:25 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:26 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:27 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:28 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:29 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:30 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:31 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:32 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:33 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:34 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:35 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:36 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
05:31:37 AM     0     32499    0.00    0.00    0.00    0.00    0.00     3  perf
