Linux 5.19.0-43-generic (ubuntu) 	06/10/2023 	_x86_64_	(6 CPU)

04:49:32 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:49:33 AM     0     27181    0.00    0.00    0.00    0.00    0.00     1  python3
04:49:34 AM     0     27181    0.00    0.00    0.00    0.00    0.00     1  python3
04:49:35 AM     0     27181    0.00    0.00    0.00    0.00    0.00     1  python3
04:49:36 AM     0     27181    0.00    0.00    0.00    0.00    0.00     1  python3
04:49:37 AM     0     27181    1.00    4.00    0.00    1.00    5.00     0  python3
04:49:38 AM     0     27181    2.00    9.00    0.00    9.00   11.00     0  python3
04:49:39 AM     0     27181    2.00   11.00    0.00    9.00   13.00     0  python3
04:49:40 AM     0     27181    1.98    9.90    0.00    5.94   11.88     3  python3
04:49:41 AM     0     27181    2.00   10.00    0.00    7.00   12.00     4  python3
04:49:42 AM     0     27181    3.00   10.00    0.00    8.00   13.00     4  python3
04:49:43 AM     0     27181    2.00   12.00    0.00    9.00   14.00     0  python3
04:49:44 AM     0     27181    1.92   13.46    0.00    7.69   15.38     5  python3
04:49:45 AM     0     27181    2.00   11.00    0.00   10.00   13.00     1  python3
04:49:46 AM     0     27181    2.97   12.87    0.00    9.90   15.84     0  python3
04:49:47 AM     0     27181    2.00   12.00    0.00    7.00   14.00     4  python3
04:49:48 AM     0     27181    3.00   12.00    0.00    9.00   15.00     5  python3
04:49:49 AM     0     27181    3.00   12.00    0.00   15.00   15.00     3  python3
04:49:50 AM     0     27181    3.00   11.00    0.00    7.00   14.00     1  python3
04:49:51 AM     0     27181    2.00   15.00    0.00   10.00   17.00     2  python3
04:49:52 AM     0     27181    1.98   11.88    0.00   11.88   13.86     3  python3
04:49:53 AM     0     27181    2.00   14.00    0.00   12.00   16.00     4  python3
04:49:54 AM     0     27181    2.00   15.00    0.00   11.00   17.00     3  python3
04:49:55 AM     0     27181    1.98    7.92    0.00    6.93    9.90     5  python3
04:49:56 AM     0     27181    3.00   13.00    0.00   11.00   16.00     3  python3
04:49:57 AM     0     27181    2.00   14.00    0.00   11.00   16.00     3  python3
04:49:58 AM     0     27181    2.00   15.00    0.00    9.00   17.00     4  python3
04:49:59 AM     0     27181    1.00   11.00    0.00    8.00   12.00     2  python3
04:50:00 AM     0     27181    1.00   11.00    0.00    5.00   12.00     3  python3
04:50:01 AM     0     27181    1.98    9.90    0.00    8.91   11.88     3  python3
04:50:02 AM     0     27181    2.00   11.00    0.00   10.00   13.00     2  python3
04:50:03 AM     0     27181    2.00   13.00    0.00    9.00   15.00     4  python3
04:50:04 AM     0     27181    2.00   10.00    0.00    4.00   12.00     0  python3
04:50:05 AM     0     27181    2.00    9.00    0.00    8.00   11.00     5  python3
04:50:06 AM     0     27181    0.00    1.00    0.00    1.00    1.00     4  python3
04:50:07 AM     0     27181    0.00    0.00    0.00    0.00    0.00     4  python3
04:50:08 AM     0     27181    0.00    0.00    0.00    0.00    0.00     4  python3
